indicator	malware
#3264:1997	#4264:1
#3286:3242	#4393:0
#3276:340	#4265:0
#3267:667	#4259:0
#3296:1086	#4399:0
#3288:2245	#4322:0
#3280:2825	#4267:0
#3279:1003	#4274:1
#3266:918	#4265:0
#3274:2576	#4367:0
#3288:2992	#4343:1
#3277:505	#4277:1
#3282:2661	#4341:1
#3278:420	#4287:0
#3293:1247	#4342:0
#3262:1669	#4579:0
#3269:501	#4550:0
#3264:1667	#4265:0
#3268:916	#4378:0
#3265:2	#4393:0
#3273:1415	#4348:0
#3260:3244	#4284:1
#3262:583	#4275:0
#3285:2831	#4467:0
#3266:755	#4411:0
#3297:3244	#4370:0
#3294:3246	#4486:0
#3294:251	#4265:0
#3290:1500	#4265:1
#3289:2246	#4265:0
#3293:2912	#4265:0
#3263:340	#4264:1
#3265:2334	#4271:0
#3290:666	#4373:0
#3275:752	#4461:1
#3268:2832	#4579:0
#3289:1330	#4284:1
#3298:2163	#4265:0
#3267:250	#4265:0
#3281:2908	#4265:0
#3293:1666	#4265:1
#3262:504	#4467:0
#3296:3079	#4265:1
#3268:1415	#4465:1
#3286:3076	#4342:0
#3259:2333	#4265:0
#3273:2329	#4259:0
#3287:2251	#4566:0
#3276:1165	#4367:0
#3266:2747	#4264:1
#3264:3160	#4270:0
#3268:1003	#4458:1
#3268:671	#4284:1
#3271:1164	#4283:1
#3290:585	#4314:0
#3270:1751	#4475:0
#3296:2417	#4356:0
#3262:919	#4322:0
#3280:2500	#4305:0
#3269:1004	#4271:0
#3262:669	#4279:1
#3268:3159	#4354:0
#3296:339	#4265:0
#3278:422	#4284:1
#3297:921	#4286:1
#3273:1251	#4258:0
#3291:2411	#4284:1
#3285:2583	#4370:0
#3263:1665	#4342:0
#3290:2163	#4275:1
#3285:1004	#4283:1
#3266:1333	#4264:0
#3272:2165	#4283:1
#3291:998	#4265:0
#3280:1832	#4264:1
#3261:2415	#4502:0
#3272:500	#4265:0
#3298:1915	#4271:1
#3262:253	#4353:1
#3264:2168	#4361:0
#3295:2662	#4345:0
#3271:2827	#4279:1
#3261:1170	#4265:0
#3268:1581	#4344:1
#3278:1666	#4341:0
#3280:917	#4305:0
#3267:2744	#4389:0
#3261:418	#4475:0
#3263:589	#4367:0
#3298:172	#4570:0
#3294:752	#4263:2
#3289:1917	#4338:0
#3278:2582	#4272:1
#3291:2830	#4579:0
#3260:1996	#4276:0
#3260:2496	#4265:0
#3278:1669	#4465:0
#3265:2666	#4265:0
#3293:3246	#4284:1
#3283:666	#4258:0
#3297:3163	#4466:0
#3296:2415	#4265:0
#3270:2248	#4286:1
#3278:1251	#4587:0
#3292:2411	#4266:1
#3281:1330	#4297:1
#3275:2997	#4274:0
#3284:1745	#4300:0
#3279:2743	#4269:0
#3261:921	#4370:0
#3296:2417	#4279:1
#3278:253	#4277:1
#3273:416	#4284:1
#3265:2826	#4367:0
#3270:2495	#4418:0
#3263:167	#4474:0
#3278:1666	#4272:0
#3291:835	#4284:1
#3292:2410	#4287:0
#3292:3247	#4322:0
#3285:2826	#4352:0
#3265:339	#4348:0
#3266:670	#4289:1
#3268:1997	#4467:0
#3298:2497	#4272:1
#3277:1331	#4272:1
#3272:584	#4265:0
#3281:1414	#4489:0
#3283:1501	#4260:1
#3270:2167	#4360:0
#3269:755	#4370:0
#3260:1832	#4274:1
#3266:2667	#4350:0
#3266:2581	#4276:0
#3266:0	#4269:0
#3278:1751	#4469:1
#3266:755	#4389:0
#3285:253	#4265:0
#3270:1084	#4345:0
#3298:1001	#4341:0
#3294:2994	#4389:0
#3275:2998	#4342:0
#3276:2246	#4287:1
#3298:166	#4342:0
#3277:422	#4469:1
#3268:1668	#4264:0
#3259:1087	#4354:0
#3283:2412	#4379:0
#3294:3076	#4474:0
#3284:1171	#4279:1
#3278:1498	#4298:0
#3298:2660	#4274:1
#3277:1748	#4359:0
#3291:583	#4579:0
#3298:339	#4358:1
#3272:256	#4284:1
#3285:1248	#4265:0
#3276:3244	#4258:0
#3284:250	#4274:1
#3298:1997	#4265:0
#3292:1169	#4270:0
#3270:1747	#4283:1
#3272:838	#4287:0
#3298:339	#4386:0
#3269:1833	#4579:0
#3296:2166	#4458:0
#3285:2498	#4323:0
#3260:2247	#4279:1
#3297:1584	#4344:1
#3262:335	#4540:0
#3283:2825	#4540:0
#3297:838	#4265:1
#3274:670	#4360:1
#3296:2915	#4461:0
#3264:2413	#4354:0
#3279:2167	#4466:0
#3273:2831	#4264:1
#3261:2667	#4579:0
#3259:2661	#4265:0
#3271:1667	#4479:0
#3296:1085	#4491:0
#3271:1	#4341:0
#3291:416	#4264:0
#3277:1171	#4489:0
#3292:2748	#4348:0
#3262:667	#4492:0
#3298:1419	#4284:1
#3285:998	#4292:1
#3269:582	#4269:0
#3294:1914	#4265:0
#3295:917	#4486:0
#3265:335	#4289:1
#3266:2745	#4265:0
#3287:1580	#4341:1
#3261:836	#4269:0
#3290:502	#4279:1
#3279:2083	#4465:1
#3292:2001	#4571:0
#3269:3082	#4265:0
#3266:1835	#4264:1
#3296:1503	#4279:1
#3261:921	#4265:0
#3281:2248	#4348:0
#3292:501	#4284:1
#3296:2996	#4345:1
#3262:1170	#4284:1
#3271:2910	#4265:0
#3262:3243	#4370:0
#3289:2327	#4426:0
#3269:2660	#4342:0
#3265:2	#4339:1
#3260:1168	#4344:1
#3263:2418	#4467:0
#3274:335	#4279:1
#3288:2579	#4579:0
#3279:1082	#4267:1
#3278:2333	#4272:1
#3267:2667	#4265:0
#3273:1829	#4358:1
#3259:1000	#4358:1
#3277:1752	#4266:0
#3297:1747	#4297:1
#3266:6	#4264:1
#3290:2082	#4361:0
#3279:339	#4283:0
#3282:1998	#4426:0
#3263:1330	#4409:0
#3289:1419	#4295:1
#3276:833	#4265:0
#3283:2168	#4344:1
#3265:423	#4265:1
#3295:1169	#4301:0
#3275:89	#4323:0
#3281:2412	#4579:0
#3279:2583	#4370:0
#3285:3078	#4264:1
#3273:1919	#4264:1
#3289:2249	#4270:0
#3287:1170	#4258:0
#3271:2912	#4279:1
#3288:171	#4259:2
#3273:1415	#4270:0
#3291:2499	#4341:0
#3298:1913	#4259:1
#3259:2332	#4489:0
#3281:336	#4278:0
#3291:1833	#4284:1
#3266:2249	#4339:1
#3295:255	#4345:0
#3286:2247	#4279:1
#3266:2168	#4265:0
#3271:999	#4272:1
#3261:1834	#4554:0
#3274:252	#4305:0
#3273:1667	#4276:1
#3276:671	#4280:1
#3290:2579	#4265:0
#3282:85	#4279:1
#3290:837	#4338:0
#3284:2749	#4287:1
#3268:1086	#4289:1
#3262:1003	#4383:0
#3266:3241	#4265:0
#3293:3080	#4339:1
#3274:1334	#4292:1
#3293:1247	#4265:0
#3281:752	#4370:0
#3264:838	#4258:0
#3292:168	#4297:1
#3291:3081	#4277:1
#3277:499	#4307:0
#3293:2413	#4264:0
#3266:1914	#4276:1
#3262:2665	#4356:0
#3269:836	#4293:0
#3282:2248	#4339:1
#3286:173	#4550:0
#3279:2742	#4286:1
#3265:1669	#4467:0
#3289:1830	#4289:1
#3298:1503	#4265:0
#3267:1084	#4269:0
#3290:3242	#4263:0
#3284:749	#4265:0
#3273:2663	#4273:0
#3285:1165	#4265:0
#3267:2577	#4292:1
#3261:1997	#4474:0
#3266:251	#4550:0
#3261:502	#4272:0
#3276:167	#4286:1
#3281:1503	#4292:0
#3286:1829	#4583:0
#3278:1005	#4363:0
#3290:3077	#4350:0
#3270:340	#4259:0
#3279:1248	#4350:0
#3267:1002	#4265:0
#3260:3075	#4359:1
#3290:334	#4279:1
#3296:1997	#4341:1
#3274:1834	#4474:0
#3290:838	#4259:2
#3272:334	#4370:0
#3288:1419	#4316:0
#3297:6	#4570:0
#3266:2329	#4286:1
#3265:1995	#4264:0
#3281:2	#4579:0
#3261:998	#4275:0
#3292:3076	#4463:0
#3289:337	#4287:0
#3282:672	#4259:2
#3262:585	#4486:0
#3298:1001	#4570:0
#3277:2995	#4367:0
#3276:1	#4370:0
#3295:1087	#4295:1
#3281:668	#4287:0
#3291:2499	#4273:0
#3285:416	#4282:0
#3291:2743	#4274:0
#3273:3244	#4338:0
#3298:1163	#4370:0
#3259:1253	#4289:1
#3270:672	#4264:1
#3279:2826	#4386:0
#3287:2576	#4467:0
#3297:1747	#4550:0
#3297:1252	#4458:0
#3286:1331	#4361:0
#3274:2331	#4480:0
#3273:1834	#4288:1
#3294:2662	#4288:1
#3293:589	#4265:0
#3266:2166	#4481:0
#3282:589	#4308:0
#3283:748	#4292:0
#3296:2660	#4269:0
#3286:1498	#4475:0
#3277:2743	#4370:0
#3286:667	#4265:0
#3286:3077	#4265:0
#3288:500	#4284:1
#3271:1002	#4265:0
#3281:167	#4265:0
#3276:2911	#4348:0
#3279:2084	#4265:0
#3267:423	#4579:0
#3291:3247	#4341:1
#3274:1912	#4470:0
#3282:2998	#4356:0
#3288:1501	#4259:2
#3259:2750	#4294:0
#3285:2832	#4322:0
#3261:1663	#4338:0
#3293:1169	#4270:0
#3268:90	#4358:1
#3262:2832	#4579:0
#3261:2911	#4492:0
#3283:916	#4316:0
#3264:421	#4486:0
#3298:333	#4386:0
#3270:2330	#4265:0
#3283:3079	#4279:1
#3291:166	#4287:0
#3298:2582	#4272:1
#3298:2329	#4367:0
#3290:2497	#4284:1
#3292:2244	#4270:0
#3296:585	#4462:0
#3270:2414	#4264:1
#3268:89	#4352:1
#3262:256	#4341:1
#3278:338	#4263:0
#3295:1746	#4283:1
#3260:2663	#4259:2
#3264:337	#4305:0
#3294:2748	#4358:1
#3265:1085	#4265:0
#3293:2913	#4264:1
#3276:2577	#4422:0
#3296:2743	#4299:0
#3259:2246	#4264:1
#3288:1168	#4423:0
#3272:419	#4259:2
#3280:1583	#4264:0
#3262:585	#4370:0
#3292:2913	#4556:0
#3277:1004	#4264:1
#3288:501	#4284:1
#3295:2663	#4559:0
#3274:751	#4462:0
#3278:90	#4273:1
#3280:2168	#4265:0
#3290:84	#4398:0
#3271:2581	#4540:0
#3291:1500	#4283:0
#3271:2996	#4269:0
#3297:2579	#4299:0
#3288:1413	#4579:0
#3290:2	#4420:0
#3268:832	#4293:0
#3281:2082	#4287:0
#3259:2579	#4259:0
#3275:2078	#4297:0
#3278:2334	#4263:2
#3298:3247	#4281:0
#3284:2911	#4461:0
#3262:2909	#4259:2
#3293:920	#4541:0
#3286:668	#4264:1
#3291:332	#4344:1
#3288:1253	#4463:0
#3280:2414	#4271:0
#3262:921	#4343:1
#3277:1083	#4356:0
#3278:338	#4360:1
#3289:86	#4339:1
#3267:2998	#4356:0
#3287:88	#4265:0
#3278:3164	#4354:0
#3271:1834	#4465:1
#3281:1832	#4262:1
#3277:582	#4348:0
#3264:2583	#4458:1
#3272:750	#4570:0
#3293:1666	#4265:0
#3298:2996	#4258:0
#3273:2417	#4283:1
#3282:1502	#4258:0
#3271:1749	#4265:0
#3283:501	#4367:0
#3293:837	#4359:1
#3266:832	#4283:1
#3260:2417	#4426:0
#3269:2082	#4475:0
#3290:4	#4540:0
#3281:1252	#4579:0
#3282:838	#4344:1
#3272:2998	#4284:1
#3271:423	#4486:0
#3287:3245	#4467:0
#3263:666	#4259:2
#3289:2333	#4265:0
#3273:418	#4269:0
#3282:3162	#4272:1
#3288:1250	#4286:0
#3265:86	#4370:0
#3261:2912	#4545:0
#3265:1415	#4287:0
#3288:2998	#4579:0
#3297:1669	#4265:0
#3261:1084	#4282:0
#3279:6	#4288:1
#3265:1088	#4264:1
#3265:502	#4282:1
#3297:2747	#4367:0
#3275:3161	#4262:1
#3290:169	#4258:0
#3264:1250	#4589:0
#3287:1665	#4370:0
#3261:1997	#4354:0
#3274:2078	#4479:0
#3275:339	#4418:0
#3263:919	#4263:0
#3281:173	#4294:0
#3282:838	#4467:0
#3259:1165	#4288:1
#3264:2328	#4370:0
#3295:1417	#4467:0
#3296:1417	#4394:0
#3295:588	#4579:0
#3270:1334	#4264:1
#3289:1250	#4488:0
#3274:500	#4348:0
#3268:2580	#4570:0
#3298:1997	#4486:0
#3285:999	#4475:0
#3294:2245	#4278:0
#3262:921	#4358:1
#3282:2659	#4305:0
#3295:1999	#4479:0
#3290:666	#4360:1
#3289:252	#4277:1
#3273:589	#4265:0
#3294:1751	#4269:0
#3285:1995	#4259:0
#3285:2826	#4290:0
#3276:3081	#4579:0
#3266:1251	#4265:0
#3267:1332	#4292:1
#3272:1249	#4277:1
#3276:1249	#4277:1
#3294:2992	#4370:0
#3265:1419	#4265:0
#3297:1251	#4284:1
#3267:1418	#4367:0
#3264:1585	#4305:0
#3285:2248	#4258:0
#3264:1581	#4268:0
#3270:3160	#4354:0
#3297:87	#4356:0
#3267:1581	#4469:1
#3295:749	#4279:1
#3290:2911	#4287:0
#3278:921	#4264:1
#3286:2745	#4279:1
#3260:1414	#4412:0
#3273:336	#4265:0
#3269:2499	#4264:1
#3296:337	#4265:0
#3276:3242	#4287:0
#3271:2079	#4354:0
#3275:419	#4264:1
#3282:672	#4391:0
#3262:1912	#4568:0
#3260:254	#4270:0
#3293:2332	#4358:1
#3284:672	#4370:0
#3289:1253	#4579:0
#3285:1918	#4283:1
#3294:418	#4271:0
#3296:1334	#4264:0
#3276:499	#4269:0
#3293:2500	#4370:0
#3284:2500	#4359:1
#3283:1750	#4274:0
#3266:2331	#4283:1
#3289:997	#4274:1
#3294:1003	#4283:1
#3261:2162	#4308:0
#3261:1747	#4564:0
#3259:1580	#4259:0
#3290:2742	#4264:1
#3274:87	#4359:1
#3282:253	#4370:0
#3287:2248	#4389:0
#3276:422	#4383:0
#3278:90	#4346:0
#3267:2745	#4264:1
#3295:2996	#4367:0
#3259:419	#4283:0
#3260:1998	#4347:1
#3286:1917	#4293:0
#3268:1087	#4348:0
#3282:835	#4289:0
#3298:3242	#4347:1
#3264:918	#4564:0
#3290:2494	#4284:1
#3272:1088	#4393:0
#3278:3164	#4539:0
#3291:2334	#4276:1
#3267:1001	#4327:0
#3297:166	#4367:0
#3261:502	#4273:0
#3267:1669	#4259:2
#3262:832	#4367:0
#3268:2580	#4273:0
#3266:2079	#4284:1
#3260:1497	#4354:0
#3289:1832	#4286:0
#3279:333	#4370:0
#3287:3077	#4469:1
#3262:1418	#4283:0
#3269:916	#4319:0
#3287:2913	#4458:0
#3280:1665	#4273:0
#3277:2827	#4297:1
#3275:1664	#4270:0
#3294:2991	#4265:0
#3288:1503	#4356:0
#3266:1000	#4282:0
#3277:587	#4426:0
#3285:753	#4264:1
#3295:1337	#4458:0
#3285:1748	#4547:0
#3273:1500	#4341:1
#3296:834	#4480:0
#3260:335	#4265:0
#3293:1751	#4343:1
#3292:2079	#4259:2
#3279:1497	#4264:1
#3260:3	#4272:1
#3293:748	#4287:0
#3263:2248	#4325:0
#3292:4	#4322:0
#3295:2251	#4469:1
#3275:1584	#4479:0
#3282:1667	#4265:0
#3283:249	#4272:1
#3291:3074	#4260:0
#3284:2417	#4269:0
#3267:1335	#4265:0
#3271:2915	#4275:0
#3288:1416	#4465:1
#3284:6	#4466:0
#3280:336	#4284:1
#3293:255	#4579:0
#3277:5	#4347:1
#3292:418	#4265:0
#3293:3157	#4279:1
#3286:2993	#4341:1
#3266:251	#4297:1
#3284:1752	#4549:0
#3274:2747	#4276:1
#3285:589	#4344:0
#3280:1585	#4367:0
#3287:1666	#4418:0
#3274:4	#4356:0
#3287:2251	#4322:0
#3263:2664	#4295:1
#3269:422	#4491:0
#3288:2914	#4298:0
#3291:2996	#4469:1
#3269:6	#4274:0
#3293:416	#4547:0
#3266:2745	#4370:0
#3276:90	#4259:2
#3282:3247	#4265:0
#3273:665	#4584:0
#3260:838	#4259:2
#3286:86	#4258:0
#3297:2083	#4391:0
#3265:1664	#4265:0
#3273:671	#4258:1
#3279:585	#4386:0
#3286:754	#4347:1
#3282:2826	#4481:0
#3294:1332	#4265:0
#3261:2418	#4264:1
#3265:1	#4270:0
#3291:2248	#4272:1
#3273:1083	#4463:1
#3267:1000	#4265:0
#3284:3246	#4286:1
#3293:418	#4279:1
#3297:3157	#4265:1
#3279:2913	#4294:1
#3288:999	#4356:0
#3296:417	#4269:0
#3281:1248	#4264:0
#3269:1169	#4383:0
#3277:672	#4264:1
#3279:1087	#4347:1
#3273:2411	#4276:0
#3259:2083	#4560:0
#3282:167	#4557:0
#3296:2163	#4342:0
#3294:2078	#4358:1
#3282:919	#4579:0
#3268:2164	#4265:0
#3279:335	#4265:0
#3273:1752	#4265:0
#3263:1995	#4263:1
#3293:2165	#4279:1
#3273:2580	#4269:0
#3286:418	#4265:0
#3278:256	#4259:2
#3281:249	#4320:0
#3278:338	#4373:0
#3263:2582	#4566:0
#3281:2577	#4279:1
#3284:2413	#4358:1
#3268:1417	#4340:0
#3293:1247	#4370:0
#3260:505	#4344:1
#3279:422	#4370:0
#3296:2827	#4466:1
#3278:1332	#4462:0
#3267:1996	#4271:1
#3278:583	#4271:1
#3298:250	#4272:1
#3269:919	#4305:0
#3285:2080	#4342:0
#3276:2498	#4283:1
#3289:1	#4283:1
#3293:1828	#4279:1
#3286:2499	#4544:0
#3261:172	#4398:0
#3280:3	#4264:1
#3260:1254	#4474:0
#3297:1749	#4474:0
#3270:2578	#4297:0
#3275:1252	#4289:1
#3286:586	#4272:1
#3296:2163	#4481:0
#3268:2910	#4276:0
#3266:506	#4292:0
#3269:1335	#4383:0
#3287:2328	#4259:0
#3259:1088	#4280:0
#3286:337	#4382:0
#3264:2665	#4371:0
#3281:2664	#4339:1
#3272:1752	#4348:0
#3275:2993	#4268:0
#3280:170	#4297:1
#3291:166	#4341:1
#3266:1082	#4380:0
#3282:173	#4488:0
#3268:3248	#4263:1
#3279:2911	#4587:0
#3288:2247	#4259:2
#3277:667	#4367:0
#3265:87	#4265:0
#3292:670	#4265:1
#3261:2249	#4486:0
#3262:1081	#4358:0
#3288:2085	#4259:0
#3280:1001	#4265:0
#3277:3081	#4362:0
#3272:2749	#4279:1
#3290:999	#4275:0
#3290:2082	#4360:1
#3276:2329	#4258:0
#3294:1418	#4287:0
#3267:1584	#4467:0
#3281:1169	#4393:0
#3260:1168	#4269:0
#3287:2001	#4349:1
#3286:1001	#4383:0
#3283:2	#4540:0
#3270:337	#4265:0
#3265:2745	#4579:0
#3292:4	#4348:0
#3274:2495	#4283:1
#3281:2412	#4265:0
#3265:2251	#4259:2
#3282:1913	#4358:1
#3266:421	#4258:0
#3298:2831	#4280:1
#3293:504	#4411:0
#3290:1000	#4287:0
#3291:1667	#4370:0
#3295:415	#4292:1
#3266:257	#4279:1
#3268:1084	#4358:1
#3272:1586	#4359:1
#3263:2827	#4282:1
#3281:2248	#4270:0
#3268:3245	#4284:1
#3281:2494	#4339:1
#3277:3076	#4265:0
#3282:1586	#4358:1
#3263:666	#4367:0
#3293:920	#4278:0
#3297:671	#4259:0
#3259:2661	#4370:0
#3266:2999	#4587:0
#3291:415	#4272:1
#3277:2079	#4284:1
#3266:1414	#4568:0
#3271:2827	#4545:0
#3268:2581	#4270:0
#3262:1585	#4265:0
#3287:86	#4463:0
#3282:2583	#4367:0
#3298:504	#4265:0
#3267:2328	#4481:0
#3271:2162	#4361:0
#3290:3079	#4284:1
#3272:2246	#4269:0
#3285:917	#4279:1
#3261:999	#4474:0
#3268:1581	#4305:0
#3267:2909	#4489:0
#3282:2251	#4265:0
#3270:2997	#4279:0
#3276:1834	#4272:1
#3279:1169	#4370:0
#3297:250	#4325:0
#3268:1581	#4467:0
#3274:2745	#4286:1
#3289:1414	#4579:0
#3287:998	#4271:1
#3273:2166	#4273:0
#3267:2	#4259:2
#3266:750	#4363:0
#3265:340	#4270:1
#3272:334	#4308:0
#3284:1995	#4264:0
#3272:252	#4271:0
#3268:1498	#4264:1
#3294:3162	#4420:0
#3290:1416	#4579:0
#3286:86	#4298:0
#3261:2084	#4486:0
#3279:589	#4433:0
#3282:589	#4342:0
#3270:338	#4259:1
#3278:1168	#4263:1
#3270:2997	#4316:0
#3271:1169	#4474:0
#3279:2911	#4359:1
#3270:1916	#4486:0
#3294:3246	#4370:0
#3268:1335	#4345:0
#3263:2334	#4274:1
#3263:2328	#4287:0
#3294:831	#4474:0
#3271:2000	#4265:0
#3278:1583	#4350:0
#3296:2	#4370:0
#3283:1420	#4259:2
#3280:2244	#4272:1
#3266:920	#4290:1
#3280:919	#4265:0
#3269:418	#4579:0
#3272:1000	#4265:0
#3298:87	#4277:1
#3277:1831	#4279:1
#3290:2081	#4348:0
#3264:839	#4259:0
#3284:505	#4272:1
#3288:3078	#4579:0
#3263:587	#4265:0
#3288:2992	#4282:0
#3294:2992	#4265:0
#3276:1996	#4435:0
#3295:420	#4277:1
#3264:749	#4475:0
#3284:2996	#4279:1
#3288:90	#4370:0
#3277:2659	#4270:0
#3265:340	#4282:0
#3293:2832	#4341:0
#3292:1995	#4419:0
#3291:3162	#4506:0
#3289:1417	#4475:0
#3271:838	#4292:1
#3266:1580	#4393:0
#3281:1419	#4347:1
#3279:1665	#4266:1
#3271:1082	#4467:0
#3271:504	#4262:1
#3265:2663	#4279:1
#3284:421	#4292:1
#3281:1752	#4367:0
#3291:1751	#4284:1
#3287:3157	#4463:0
#3276:2495	#4271:0
#3274:2500	#4361:0
#3296:166	#4265:0
#3276:1417	#4370:0
#3267:1580	#4284:1
#3288:754	#4279:1
#3281:1419	#4284:1
#3268:2412	#4297:1
#3261:3077	#4358:1
#3275:2500	#4579:0
#3298:2497	#4354:0
#3263:2745	#4303:0
#3263:1169	#4392:0
#3267:918	#4367:0
#3267:2164	#4479:0
#3279:2410	#4346:1
#3281:1833	#4358:1
#3297:6	#4349:1
#3290:2583	#4282:0
#3274:922	#4297:0
#3280:2163	#4270:0
#3271:1667	#4271:0
#3268:1919	#4265:0
#3260:1669	#4289:1
#3277:998	#4265:1
#3284:755	#4259:0
#3268:2996	#4383:0
#3259:1082	#4344:0
#3276:337	#4264:1
#3277:2497	#4298:0
#3277:85	#4341:1
#3287:1915	#4467:0
#3268:3247	#4475:0
#3270:90	#4284:1
#3280:3078	#4461:1
#3272:2249	#4370:0
#3286:420	#4260:1
#3292:1664	#4271:0
#3275:999	#4279:1
#3292:1081	#4258:0
#3265:0	#4339:1
#3275:586	#4279:0
#3295:588	#4265:0
#3271:670	#4282:1
#3277:3247	#4259:2
#3294:2328	#4356:0
#3276:86	#4279:0
#3279:1413	#4341:0
#3286:753	#4386:0
#3288:2081	#4287:0
#3286:2166	#4370:0
#3286:2001	#4370:0
#3297:584	#4276:0
#3291:1500	#4316:0
#3270:1419	#4271:0
#3268:2165	#4354:0
#3297:2244	#4354:0
#3297:502	#4316:0
#3263:2913	#4264:1
#3274:916	#4341:1
#3263:501	#4292:0
#3280:2082	#4271:0
#3287:2328	#4469:1
#3288:1664	#4265:0
#3276:1919	#4265:0
#3298:2499	#4283:1
#3262:2828	#4283:0
#3263:2993	#4259:2
#3259:2994	#4548:0
#3275:1750	#4370:0
#3277:2914	#4271:0
#3266:502	#4363:0
#3270:2992	#4284:1
#3267:1420	#4273:0
#3261:1996	#4284:1
#3287:2251	#4348:0
#3262:839	#4265:0
#3277:422	#4259:0
#3278:584	#4287:0
#3289:255	#4274:0
#3286:2244	#4474:0
#3294:833	#4383:0
#3294:1336	#4292:1
#3259:1003	#4339:1
#3274:2826	#4297:0
#3281:173	#4464:1
#3287:1337	#4474:0
#3298:832	#4283:1
#3273:417	#4274:1
#3259:2080	#4554:0
#3291:1335	#4370:0
#3282:918	#4258:0
#3260:0	#4295:1
#3272:1082	#4276:1
#3289:837	#4284:1
#3296:1663	#4269:0
#3268:3158	#4367:0
#3263:2833	#4342:0
#3262:1918	#4276:1
#3289:1414	#4265:0
#3296:1914	#4264:1
#3280:2747	#4475:0
#3287:1667	#4502:0
#3289:2415	#4279:1
#3277:1250	#4280:1
#3268:1417	#4302:0
#3271:420	#4271:0
#3269:2916	#4274:1
#3271:2833	#4259:0
#3285:2582	#4283:1
#3272:1995	#4263:0
#3283:1586	#4276:1
#3295:3079	#4426:0
#3266:2166	#4265:1
#3271:2162	#4268:0
#3289:2745	#4265:0
#3267:418	#4283:0
#3289:5	#4338:1
#3285:670	#4554:0
#3268:3245	#4347:1
#3289:256	#4469:1
#3281:89	#4583:0
#3275:1664	#4322:0
#3272:1748	#4358:1
#3277:1582	#4382:0
#3279:172	#4270:0
#3290:3241	#4270:0
#3287:2749	#4261:2
#3278:2494	#4284:1
#3290:2998	#4262:1
#3262:1003	#4545:0
#3284:2662	#4269:0
#3263:3165	#4280:0
#3279:2167	#4283:0
#3262:256	#4301:0
#3288:1995	#4489:0
#3267:2996	#4265:0
#3286:89	#4564:0
#3288:2079	#4279:1
#3264:2664	#4282:0
#3265:1417	#4342:0
#3263:999	#4377:0
#3265:2660	#4270:0
#3268:1419	#4270:0
#3265:1996	#4265:1
#3287:834	#4265:0
#3287:751	#4265:0
#3273:1249	#4579:0
#3260:2251	#4308:0
#3291:502	#4264:1
#3279:1337	#4265:0
#3269:1081	#4550:0
#3279:90	#4262:1
#3298:418	#4269:0
#3290:1663	#4263:1
#3275:172	#4265:0
#3285:2498	#4316:0
#3291:2993	#4265:0
#3295:1001	#4367:0
#3260:667	#4341:0
#3283:2327	#4383:0
#3272:334	#4300:0
#3288:2914	#4258:0
#3293:1001	#4270:0
#3260:587	#4465:1
#3259:583	#4259:2
#3285:2830	#4339:1
#3297:332	#4310:0
#3296:1999	#4265:0
#3273:1330	#4284:1
#3298:2244	#4547:0
#3264:1670	#4370:0
#3270:251	#4271:1
#3266:3244	#4419:0
#3268:1413	#4295:1
#3261:1500	#4347:1
#3274:333	#4486:0
#3277:1750	#4273:0
#3287:1332	#4271:0
#3292:665	#4394:0
#3298:88	#4353:1
#3269:1	#4260:1
#3279:249	#4540:0
#3297:1503	#4259:0
#3263:1912	#4287:1
#3282:1336	#4273:0
#3280:335	#4282:0
#3281:1330	#4550:0
#3289:1834	#4259:1
#3293:999	#4272:1
#3269:1169	#4356:0
#3269:2999	#4296:0
#3259:1420	#4398:0
#3261:338	#4259:0
#3291:3162	#4350:0
#3279:421	#4287:0
#3278:338	#4361:0
#3292:170	#4287:0
#3262:339	#4259:0
#3293:1087	#4268:0
#3277:1253	#4348:0
#3268:915	#4265:0
#3293:1579	#4281:0
#3288:2914	#4338:0
#3286:173	#4297:1
#3278:1251	#4264:0
#3267:583	#4350:0
#3263:2993	#4367:0
#3282:834	#4344:1
#3270:250	#4264:0
#3289:1586	#4270:0
#3276:338	#4287:0
#3279:3082	#4316:0
#3280:88	#4300:0
#3283:499	#4287:0
#3290:251	#4311:0
#3284:668	#4269:0
#3260:1499	#4265:0
#3280:1166	#4347:1
#3273:171	#4258:0
#3284:1250	#4287:0
#3274:2747	#4373:0
#3277:2417	#4277:1
#3278:2500	#4279:1
#3274:833	#4287:1
#3288:833	#4263:0
#3270:88	#4265:0
#3277:1832	#4265:0
#3283:1835	#4343:0
#3259:1168	#4272:1
#3271:2997	#4579:0
#3281:2	#4265:0
#3298:2250	#4579:0
#3276:670	#4314:0
#3280:2416	#4367:0
#3278:582	#4274:1
#3275:89	#4316:0
#3282:920	#4468:1
#3289:168	#4579:0
#3296:0	#4326:0
#3293:1004	#4339:1
#3280:6	#4277:1
#3272:3077	#4287:0
#3282:337	#4275:0
#3266:1917	#4370:0
#3285:2748	#4367:0
#3286:1586	#4579:0
#3293:3242	#4426:0
#3274:2078	#4281:0
#3286:85	#4264:0
#3277:2415	#4350:1
#3294:1417	#4264:1
#3271:2831	#4265:0
#3294:2000	#4295:1
#3279:2415	#4287:0
#3273:2747	#4282:0
#3279:1667	#4370:0
#3285:171	#4276:0
#3297:2660	#4265:0
#3264:752	#4265:0
#3264:3077	#4265:0
#3282:2829	#4579:0
#3297:3242	#4292:0
#3266:336	#4304:0
